City_Tier,City,Microbairro,Latitude,Longitude,City_Income_Proxy,Mapped_Pharmacies,Big_Chains_Mapped,Opportunity_Score
A,Amparo,Boa Vereda,-22.7478013,-46.7245508,3100,0,0,73.5
A,Amparo,Pantaleão,-22.6363274,-46.8056152,3100,0,0,73.5
A,Amparo,Bairro dos Pereiras,-22.735676,-46.7349294,3100,0,0,73.5
A,Amparo,Sertãozinho,-22.7789992,-46.7292474,3100,0,0,73.5
A,Amparo,Brumado,-22.5914241,-46.7969283,3100,0,0,73.5
A,Amparo,Conjunto Habitacional Hermínio Gerbi,-22.7064594,-46.8147117,3100,0,0,73.5
A,Amparo,Silvestre,-22.7077756,-46.7781053,3100,0,0,73.5
A,Amparo,Loteamento Nardini,-22.7121723,-46.7851989,3100,0,0,73.5
A,Amparo,Bosque dos Eucaliptos,-22.6787428,-46.7752856,3100,0,0,73.5
A,Amparo,Córrego Fundo,-22.7666473,-46.7410729,3100,0,0,73.5
A,Amparo,Fazenda Tambury,-22.727671,-46.7654407,3100,0,0,73.5
A,Amparo,Parque CECAP,-22.7126586,-46.7872797,3100,0,0,73.5
A,Amparo,Conjunto Habitacional Alberto Marques,-22.7064648,-46.8170966,3100,0,0,73.5
A,Amparo,Bairro dos Rosas,-22.7735252,-46.7660414,3100,0,0,73.5
A,Amparo,Taquari I,-22.7128131,-46.7748172,3100,0,0,73.5
A,Campinas,Caminhos de San Conrado,-22.8613079,-46.9729881,3200,1,1,71.8
A,Campinas,Ouro Verde,-22.9667274,-47.1319457,3200,3,0,71.8
A,Jundiaí,Vila Santa Marina,-23.1799826,-46.9252623,3400,2,1,71.6
A,Angatuba,Jardim Elisa Volpi,-23.4935678,-48.4022702,2500,0,0,70.9
A,Angatuba,Jardim Bela Vista,-23.5005506,-48.4094307,2500,0,0,70.9
A,Angatuba,Jardim Ana,-23.4959637,-48.4070217,2500,0,0,70.9
A,Vinhedo,João XXIII,-23.0067683,-46.9838344,4500,3,1,69.5
A,Cosmorama,Jardim das Palmeiras,-20.4799485,-49.7835643,2600,0,0,69.2
A,Cosmorama,Jardim Itália,-20.4873763,-49.7870189,2600,0,0,69.2
A,Cosmorama,Jardim dos Ipês,-20.4836587,-49.7780633,2600,0,0,69.2
A,Cosmorama,Jardim das Jaboticabeiras,-20.4847533,-49.783068,2600,0,0,69.2
A,Cosmorama,Jardim Progresso,-20.4841853,-49.7703266,2600,0,0,69.2
A,Campinas,Bela Aliança Bairro & Parque,-22.9335004,-47.1377796,3200,2,1,66.8
A,Campinas,Ponte Preta,-22.9151726,-47.0529305,3200,2,1,66.8
A,Limeira,Jardim Nossa Senhora do Amparo,-22.5686177,-47.4187495,2400,0,0,65.9
A,Angatuba,Centro,-23.4902124,-48.4142657,2500,1,0,65.9
A,Limeira,Jardim Santa Cecília,-22.5715651,-47.4142541,2400,0,0,65.9
A,Limeira,Centro,-22.565492,-47.4037983,2400,0,0,65.9
A,Limeira,Jardim Nova Suiça,-22.5720608,-47.385828,2400,0,0,65.9
A,Limeira,Jardim Orestes Veroni,-22.5660969,-47.3888908,2400,0,0,65.9
A,Limeira,Jardim Ouro Verde,-22.5878737,-47.4216327,2400,0,0,65.9
A,Limeira,Jardim Santa Lina,-22.5799067,-47.4017499,2400,0,0,65.9
A,Limeira,Jardim Sonia,-22.579119,-47.3991532,2400,0,0,65.9
A,Limeira,Jardim Cavinato,-22.5715923,-47.3916317,2400,0,0,65.9
A,Limeira,Jardim Vista Alegre,-22.5810872,-47.3745947,2400,0,0,65.9
A,Limeira,Jardim Nossa Senhora de Fátima,-22.5631324,-47.4200484,2400,0,0,65.9
A,Limeira,Jardim Mercedes,-22.5701692,-47.4034094,2400,0,0,65.9
A,Limeira,Jardim São Manoel,-22.5795553,-47.406221,2400,0,0,65.9
A,Limeira,Jardim Marajoara,-22.6073751,-47.3900789,2400,0,0,65.9
A,Ibiúna,Portal Vista Linda,-23.6524998,-47.204552,2800,0,0,65.4
A,Ibiúna,Bairro Lavapés,-23.6646306,-47.2154577,2800,0,0,65.4
A,Ibiúna,Loteamento Castanha I,-23.645811,-47.2377518,2800,0,0,65.4
A,Ibiúna,Bairro do Olinto,-23.7378028,-47.0974071,2800,0,0,65.4
A,Ibiúna,Portal das Águas,-23.7096057,-47.1066338,2800,0,0,65.4
A,Ibiúna,Bairro dos Rodrigues,-23.75944,-47.0810438,2800,0,0,65.4
A,Ibiúna,Bairro dos Paulo,-23.8084536,-47.1328393,2800,0,0,65.4
A,Ibiúna,Bairro Tavares,-23.7134495,-47.2054556,2800,0,0,65.4
A,Ibiúna,Paiol Grande,-23.7727497,-47.1822764,2800,0,0,65.4
A,Ibiúna,Colinas Ibiúna II,-23.6440419,-47.1849123,2800,0,0,65.4
A,Ibiúna,Bairro Cocais,-23.6805333,-47.3207259,2800,0,0,65.4
A,Ibiúna,Bairro Regi,-23.6854339,-47.2114019,2800,0,0,65.4
A,Ibiúna,Bairro Votorantim,-23.6396124,-47.156764,2800,0,0,65.4
A,Ibiúna,Loteamento Alto da Cachoeira,-23.6278981,-47.2626116,2800,0,0,65.4
A,Ibiúna,Condomínio Recanto Ferradura,-23.6393867,-47.2314261,2800,0,0,65.4
A,Ibiúna,Condomínio Águas do Sorocabuçu,-23.7341527,-47.1673309,2800,0,0,65.4
A,Ibiúna,Recanto Alto da Boa Vista,-23.6943109,-47.2519724,2800,0,0,65.4
A,Ibiúna,Condomínio Central Park,-23.6301566,-47.2262976,2800,0,0,65.4
A,Ibiúna,Condomínio Nascente do Paruru,-23.7009609,-47.3277716,2800,0,0,65.4
A,Ibiúna,Center Cocais II,-23.6710867,-47.3363417,2800,0,0,65.4
A,Ibiúna,Loteamento Antilhas,-23.6319098,-47.3480211,2800,0,0,65.4
A,Ibiúna,Condomínio Mirante da Pedra Grande,-23.6867458,-47.3444661,2800,0,0,65.4
A,Ibiúna,Condomínio Sítio dos Pessegueiros,-23.6839987,-47.3350097,2800,0,0,65.4
A,Ibiúna,Porto Ibiúna,-23.6290014,-47.3248006,2800,0,0,65.4
A,Ibiúna,Center Cocais I,-23.6706917,-47.329237,2800,0,0,65.4
A,Ibiúna,Condomínio Chácara Sete Lagos,-23.7298314,-47.2234858,2800,0,0,65.4
A,Ibiúna,Bairro dos Pintos,-23.6615499,-47.1515624,2800,0,0,65.4
A,Ibiúna,Recanto Presidente,-23.6927654,-47.2761767,2800,0,0,65.4
A,Ibiúna,Bairro Laranjeiras,-23.7920385,-47.061099,2800,0,0,65.4
A,Ibiúna,Quintas do Imperial,-23.6767342,-47.1797401,2800,0,0,65.4
A,Ibiúna,Condomínio Green Park,-23.674549,-47.1768165,2800,0,0,65.4
A,Ibiúna,Condomínio Vila Real,-23.6723037,-47.1819373,2800,0,0,65.4
A,Ibiúna,Condomínio Portal de Ibiúna,-23.6760484,-47.1735924,2800,0,0,65.4
A,Ibiúna,Chácara dos Padres,-23.6705823,-47.2167303,2800,0,0,65.4
A,Ibiúna,Vila Camargo,-23.6650878,-47.2266727,2800,0,0,65.4
A,Ibiúna,Vila Lima,-23.6585859,-47.2292851,2800,0,0,65.4
A,Ibiúna,Alto da Figueira,-23.6549994,-47.2387614,2800,0,0,65.4
A,Ibiúna,Campo Verde,-23.6405336,-47.2842665,2800,0,0,65.4
A,Ibiúna,Vila Laval II,-23.6615364,-47.2337848,2800,0,0,65.4
A,Ibiúna,Chácara Estância Ortega,-23.6499854,-47.2386257,2800,0,0,65.4
A,Ibiúna,Loteamento Castanhas II,-23.6417652,-47.2382582,2800,0,0,65.4
A,Ibiúna,Chácara Recanto Suíço,-23.8061817,-47.111092,2800,0,0,65.4
A,Ibiúna,Piratuba,-23.6475088,-47.3361159,2800,0,0,65.4
A,Ibiúna,Bairro dos Paes,-23.6856278,-47.2394104,2800,0,0,65.4
A,Ibiúna,Bairro do Curral,-23.6511038,-47.174604,2800,0,0,65.4
A,Ibiúna,Bairro do Paiol Pequeno,-23.6288933,-47.1955767,2800,0,0,65.4
A,Ibiúna,Bairro Campininha,-23.722198,-47.0637772,2800,0,0,65.4
A,Ibiúna,Bairro dos Ribeiro,-23.7756238,-47.0686956,2800,0,0,65.4
A,Ibiúna,Bairro Machados,-23.6663357,-47.2608379,2800,0,0,65.4
A,Ibiúna,Loteamento São Lucas,-23.6533214,-47.2162777,2800,0,0,65.4
A,Ibiúna,Recanto das Hortências,-23.6695006,-47.2187536,2800,0,0,65.4
A,Ibiúna,Patrimônio do Jahú,-23.6600467,-47.181994,2800,0,0,65.4
A,Ibiúna,Granja Santa Adélia,-23.6499721,-47.1803606,2800,0,0,65.4
A,Ibiúna,Colinas Ibiúna I,-23.6471147,-47.1874679,2800,0,0,65.4
A,Ibiúna,Loteamento Le Village,-23.6676456,-47.1622392,2800,0,0,65.4
A,Ibiúna,Condomínio Ecológico Quinta da Mata,-23.6769907,-47.1480986,2800,0,0,65.4
A,Ibiúna,Condomínio Recanto dos Pássaros,-23.6824861,-47.1417181,2800,0,0,65.4
A,Ibiúna,Machado,-23.6721012,-47.2435768,2800,0,0,65.4
A,Ibiúna,Condomínio Parque Alvorada,-23.6910639,-47.252968,2800,0,0,65.4
A,Ibiúna,Loteamento Pintos,-23.6625525,-47.167817,2800,0,0,65.4
A,Ibiúna,West Lake,-23.6537071,-47.1665992,2800,0,0,65.4
A,Ibiúna,Granja Votorantim,-23.6518807,-47.1498537,2800,0,0,65.4
A,Ibiúna,Residencial Greenfield Village,-23.6511608,-47.141483,2800,0,0,65.4
A,Ibiúna,Residencial Terriaca,-23.6528325,-47.1377859,2800,0,0,65.4
A,Ibiúna,Residencial Recreio II,-23.688528,-47.1284259,2800,0,0,65.4
A,Ibiúna,Loteamento Vilassa,-23.6621683,-47.114757,2800,0,0,65.4
A,Ibiúna,Residencial Recreio I,-23.6796863,-47.1225797,2800,0,0,65.4
A,Ibiúna,Estância Bela Vista,-23.7197477,-47.1294746,2800,0,0,65.4
A,Ibiúna,Fazenda Velha,-23.6756047,-47.1152509,2800,0,0,65.4
A,Ibiúna,Condomínio West Village,-23.6811163,-47.0836033,2800,0,0,65.4
A,Ibiúna,Loteamento Rincão,-23.7354042,-47.0904939,2800,0,0,65.4
A,Ibiúna,Condomínio Residencial Cachoeira,-23.6442825,-47.2250515,2800,0,0,65.4
A,Ibiúna,Condomínio Real Park Morumby,-23.6479569,-47.2263857,2800,0,0,65.4
A,Ibiúna,Dois Córregos,-23.6170741,-47.2093612,2800,0,0,65.4
A,Ibiúna,Capela de Santa Cruz,-23.7700367,-47.0334203,2800,0,0,65.4
A,Ibiúna,Bairro Carmo Messsias,-23.7473928,-47.0512301,2800,0,0,65.4
A,Ibiúna,Bairro do Feital,-23.7202102,-47.1949593,2800,0,0,65.4
A,Ibiúna,Bairro do Cupim,-23.7186688,-47.2342362,2800,0,0,65.4
A,Ibiúna,Capim Azedo,-23.6746169,-47.2045575,2800,0,0,65.4
A,Ibiúna,Condominio Vale do Sol,-23.6900815,-47.2388533,2800,0,0,65.4
A,Ibiúna,Bairro dos Grilos,-23.7738034,-47.0301403,2800,0,0,65.4
A,Ibiúna,Ibiúna Garden,-23.671619,-47.2111074,2800,0,0,65.4
A,Ibiúna,Bairro do Rosarial,-23.6668923,-47.2452676,2800,0,0,65.4
A,Ibiúna,Piaí,-23.7586192,-47.2046486,2800,0,0,65.4
A,Ibiúna,Murundu,-23.8033093,-47.2468848,2800,0,0,65.4
A,Ibiúna,Condomínio Patrimõnio do Carmo,-23.6671666,-47.0890937,2800,0,0,65.4
A,Ibiúna,Condomínio Paiol Grande,-23.7470738,-47.181704,2800,0,0,65.4
A,Ibiúna,Aldeia Nova,-23.6912451,-47.3479723,2800,0,0,65.4
A,Ibiúna,Bairro Matadouro,-23.6486502,-47.2188165,2800,0,0,65.4
A,Ibiúna,CDHU Santa Lúcia,-23.6647142,-47.230378,2800,0,0,65.4
A,Ibiúna,Condomínio Santa Isabel,-23.7741247,-47.0891746,2800,0,0,65.4
A,Ibiúna,Bairro Paiolzinho,-23.7310165,-47.2035348,2800,0,0,65.4
A,Ibiúna,Bairro do Salto,-23.7688686,-47.2915842,2800,0,0,65.4
A,Ibiúna,San Marco I Residence,-23.676514,-47.250146,2800,0,0,65.4
A,Ibiúna,Condomínio Mirim Açu,-23.6236306,-47.2366403,2800,0,0,65.4
A,Ibiúna,Recanto Primavera,-23.6932361,-47.2190799,2800,0,0,65.4
A,Ibiúna,Bairro Sorocamirim,-23.6837885,-47.1169966,2800,0,0,65.4
A,Ibiúna,Bairro Cachoeira,-23.6311206,-47.2382882,2800,0,0,65.4
A,Ibiúna,Bairro Sará Sará,-23.6929001,-47.1070574,2800,0,0,65.4
A,Ibiúna,Bairro Morro Grande,-23.7035927,-47.131193,2800,0,0,65.4
A,Ibiúna,Bairro Rio de Una,-23.6746515,-47.2407721,2800,0,0,65.4
A,Ibiúna,Bairro Lageadinho,-23.6993424,-47.173781,2800,0,0,65.4
A,Ibiúna,Loteamento Caucaia,-23.7485179,-47.0498888,2800,0,0,65.4
A,Ibiúna,Bairro Rio de Una de Cima,-23.6951541,-47.245524,2800,0,0,65.4
A,Ibiúna,Bairro Veravinha,-23.7410668,-47.142351,2800,0,0,65.4
A,Ibiúna,Bairro dos Paulos,-23.9564585,-47.27132,2800,0,0,65.4
A,Ibiúna,Patrimônio do Carmo - Setor C,-23.6520814,-47.0883685,2800,0,0,65.4
A,Ibiúna,Condomínio Miyamoto,-23.6822079,-47.2282466,2800,0,0,65.4
A,Ibiúna,Bairro Bananal,-23.6518601,-47.2395468,2800,0,0,65.4
A,Ibiúna,Bairro Gabriel,-23.7247905,-47.1700163,2800,0,0,65.4
A,Ibiúna,Pomar Yuri,-23.6844065,-47.170688,2800,0,0,65.4
A,Ibiúna,Condomínio Harmonia,-23.6805324,-47.1776993,2800,0,0,65.4
A,Ibiúna,Bairro dos Pedrosos,-23.733257,-47.0768621,2800,0,0,65.4
A,Ibiúna,Bairro Rio Bonito,-23.9411759,-47.2276145,2800,0,0,65.4
A,Ibiúna,Loteamento Chácara Primavera,-23.6908664,-47.2245548,2800,0,0,65.4
A,Ibiúna,Condomínio dos Ipês,-23.7278427,-47.2355862,2800,0,0,65.4
A,Ibiúna,Lagos Verdes de Ibiúna,-23.6498468,-47.2594451,2800,0,0,65.4
A,Ibiúna,Portal dos Taquaras,-23.6416354,-47.2475597,2800,0,0,65.4
A,Ibiúna,Recanto Verde,-23.6759819,-47.1400126,2800,0,0,65.4
A,Ibiúna,Laval I,-23.6596623,-47.232494,2800,0,0,65.4
A,Ibiúna,Loteamento São José,-23.6860613,-47.0949708,2800,0,0,65.4
A,Ibiúna,Loteamento Vale das Araucárias,-23.7198209,-47.1138023,2800,0,0,65.4
A,Ibiúna,Residencial Sorocamirim,-23.7094207,-47.1283793,2800,0,0,65.4
A,Ibiúna,Loteamento Ibiporã,-23.6424763,-47.2355928,2800,0,0,65.4
A,Ibiúna,Loteamento Pousada dos Sonhos,-23.7192608,-47.2070861,2800,0,0,65.4
A,Ibiúna,Recanto Vale Verde,-23.6445009,-47.148918,2800,0,0,65.4
A,Ibiúna,Recanto Village,-23.7386125,-47.1074104,2800,0,0,65.4
A,Ibiúna,Bairro Agostinho,-23.8796205,-47.1655045,2800,0,0,65.4
A,Ibiúna,Terra Boa,-23.8112835,-47.0880883,2800,0,0,65.4
A,Ibiúna,Condomínio Veleiros,-23.637165,-47.3203447,2800,0,0,65.4
A,Ibiúna,Condomínio Sítio Lagos de Ibiúna,-23.6675764,-47.307984,2800,0,0,65.4
A,Ibiúna,Bairro de Rio de Una de CIma,-23.7154651,-47.2654501,2800,0,0,65.4
A,Ibiúna,Bairro Marmelo,-23.7779474,-47.2881271,2800,0,0,65.4
A,Ibiúna,Bairro Boava,-23.7643631,-47.13275,2800,0,0,65.4
A,Ibiúna,Haras Santa Rosa,-23.6628267,-47.2929334,2800,0,0,65.4
A,Ibiúna,Residencial Arapongas,-23.7781037,-47.195155,2800,0,0,65.4
A,Ibiúna,San Marco II Residence,-23.6756818,-47.2576052,2800,0,0,65.4
A,Ibiúna,Cachoeira,-23.7343518,-47.0484533,2800,0,0,65.4
A,Ibiúna,Bairro da Fumaça,-24.0091122,-47.2809648,2800,0,0,65.4
A,Ibiúna,Vila das Palmeiras,-23.6994246,-47.1334938,2800,0,0,65.4
A,Ibiúna,Condomínio Pôr do Sol,-23.7166055,-47.1436694,2800,0,0,65.4
A,Ibiúna,Bairro do Córrego,-23.7424101,-47.211369,2800,0,0,65.4
A,Ibiúna,Parque Jurupará,-23.8856618,-47.3318474,2800,0,0,65.4
A,Ibiúna,Bairro dos Vieirinhas,-23.7552237,-47.2316229,2800,0,0,65.4
A,Ibiúna,Bairro São Sebastião,-23.8451776,-47.1963036,2800,0,0,65.4
A,Ibiúna,Bairro do Lodo (Sítios),-23.896929,-47.366641,2800,0,0,65.4
A,Ibiúna,Verava,-23.7792414,-47.1048314,2800,0,0,65.4
A,Ibiúna,Bairro dos Pires,-23.753933,-47.053569,2800,0,0,65.4
A,Ibiúna,Bairro dos Domingos,-23.7299849,-47.1170408,2800,0,0,65.4
A,Jambeiro,Altos do Jambeiro,-23.2633171,-45.6947816,2700,0,0,64.5
A,Jambeiro,Reserva Fazenda São Francisco,-23.3190389,-45.7223666,2700,0,0,64.5
A,Amparo,São Judas,-22.6988327,-46.7703194,3100,2,0,63.5
A,Panorama,Jardim Aeroporto,-21.3745228,-51.8633667,2400,0,0,61.9
A,Panorama,Jardim São Francisco,-21.3645444,-51.8460136,2400,0,0,61.9
A,Panorama,Residencial Jardim Imperial,-21.3702529,-51.8805433,2400,0,0,61.9
A,Campinas,Parque Taquaral,-22.8674178,-47.057388,3200,3,1,61.8
A,Campinas,Cidade Universitária,-22.8048472,-47.0697047,3200,3,1,61.8
A,Nova Luzitânia,Centro,-20.8565862,-50.2618984,2300,0,0,61.7
A,Angatuba,Bairro Aterradinho de Cima,-23.384746,-48.5732798,2500,0,0,61.6
A,Angatuba,Bairro Limoeiro,-23.418703,-48.5303419,2500,0,0,61.6
A,Angatuba,Bairro Fogaça,-23.4963935,-48.3389118,2500,0,0,61.6
A,Angatuba,Conquista,-23.4221549,-48.3668013,2500,0,0,61.6
A,Angatuba,Bairro do Matão,-23.4385849,-48.488665,2500,0,0,61.6
A,Angatuba,Boa Vista,-23.5306575,-48.3464841,2500,0,0,61.6
A,Angatuba,Serra da Boa Vista,-23.535007,-48.3701631,2500,0,0,61.6
A,Angatuba,Campininha do Bom Retiro,-23.539636,-48.2951322,2500,0,0,61.6
A,Angatuba,Bairro do Limão,-23.4045106,-48.540974,2500,0,0,61.6
A,Angatuba,Barro Santo Inácio,-23.3155803,-48.5522934,2500,0,0,61.6
A,Angatuba,Bairro Aterradinho de Baixo,-23.388032,-48.6003826,2500,0,0,61.6
A,Angatuba,Bairro dos Neves,-23.447162,-48.5499654,2500,0,0,61.6
A,Angatuba,Bairro do Cambuí,-23.4412428,-48.5147115,2500,0,0,61.6
A,Angatuba,Batista,-23.4836893,-48.5169707,2500,0,0,61.6
A,Angatuba,Campina dos Mineiros,-23.4147176,-48.419999,2500,0,0,61.6
A,Angatuba,Guareí Velho,-23.4949848,-48.4984908,2500,0,0,61.6
A,Angatuba,Coqueiros,-23.5239572,-48.4148234,2500,0,0,61.6
A,Angatuba,Bairro da Figueira,-23.5185596,-48.3802855,2500,0,0,61.6
A,Angatuba,Bairro dos Marianos,-23.4998157,-48.3817539,2500,0,0,61.6
A,Angatuba,Bairro dos Nunes,-23.4488488,-48.3636417,2500,0,0,61.6
A,Angatuba,Bairro da Covoada,-23.4687514,-48.3405084,2500,0,0,61.6
A,Angatuba,Batalheira,-23.4845672,-48.3312582,2500,0,0,61.6
A,Angatuba,Serraria,-23.5042484,-48.4726761,2500,0,0,61.6
A,Angatuba,Bairro dos Ribeiros,-23.4641377,-48.4954031,2500,0,0,61.6
A,Angatuba,Banco da Terra,-23.4660427,-48.5303795,2500,0,0,61.6
A,Angatuba,Machadinho,-23.5498751,-48.4001837,2500,0,0,61.6
A,Angatuba,Bairro dos Buenos,-23.4721722,-48.383284,2500,0,0,61.6
A,Angatuba,Bairro da Aguinha,-23.472131,-48.347502,2500,0,0,61.6
A,Angatuba,Palmital,-23.5650065,-48.3716978,2500,0,0,61.6
A,Angatuba,São Miguel dos Barreiros,-23.5058865,-48.2751851,2500,0,0,61.6
A,Angatuba,Bairro dos Leites,-23.454613,-48.3218543,2500,0,0,61.6
A,Angatuba,Bairro dos Modestos,-23.4265893,-48.3147571,2500,0,0,61.6
A,Angatuba,Cerrito,-23.4828942,-48.2247202,2500,0,0,61.6
A,Angatuba,Faxinal,-23.5341686,-48.2702664,2500,0,0,61.6
A,Angatuba,Lajeado,-23.5104205,-48.2742982,2500,0,0,61.6
A,Angatuba,Ribeirão Grande,-23.4858997,-48.1952638,2500,0,0,61.6
A,Angatuba,Portal Novo Horizonte,-23.4980693,-48.406356,2500,0,0,61.6
A,Angatuba,Vila Nova Angatuba,-23.4972451,-48.4095488,2500,0,0,61.6
A,Angatuba,Parque Simões,-23.504126,-48.4050164,2500,0,0,61.6
A,Angatuba,Vila Ribeiro,-23.5105298,-48.4068842,2500,0,0,61.6
A,Angatuba,Vila Catanduva,-23.4919923,-48.4103779,2500,0,0,61.6
A,Angatuba,Vila Monteiro,-23.4939759,-48.4147619,2500,0,0,61.6
A,Angatuba,Vila Progresso,-23.4977371,-48.4131791,2500,0,0,61.6
A,Angatuba,Vila Nho Ribeiro,-23.4901162,-48.4200417,2500,0,0,61.6
A,Cosmorama,Vale das Emas,-20.4805934,-49.7731576,2600,0,0,60.2
A,Cosmorama,San Fernando,-20.485026,-49.7722548,2600,0,0,60.2
A,Cosmorama,Boa Vista,-20.4871753,-49.7911978,2600,0,0,60.2
A,Cosmorama,Roseira,-20.4675852,-49.8503164,2600,0,0,60.2
A,Cosmorama,Vale do Jatobá,-20.4832959,-49.7840416,2600,0,0,60.2
A,Cosmorama,Bairro da Estação,-20.4957137,-49.8027052,2600,0,0,60.2
A,Cosmorama,Santo Antônio,-20.476774,-49.7729538,2600,0,0,60.2
A,Cosmorama,São Marcos,-20.4781901,-49.7814922,2600,0,0,60.2
A,Cosmorama,Vale dos Lírios,-20.4711907,-49.7764782,2600,0,0,60.2
A,Cosmorama,Parque Industrial,-20.4863484,-49.7849644,2600,0,0,60.2
A,Cosmorama,Vila Honório,-20.4762482,-49.7799707,2600,0,0,60.2
A,Cosmorama,Vale das Águas,-20.4774531,-49.7830401,2600,0,0,60.2
A,Cosmorama,Centro,-20.4784681,-49.7766652,2600,2,0,59.2
